wals code	name	latitude	longitude	genus	family	subfamily	iso codes
aab	Arapesh (Abu)	-3.45	142.95	Kombio-Arapesh	Torricelli		
aar	Aari	6	36.5833333333	South Omotic	Afro-Asiatic	Omotic	aiz
aba	Abau	-4	141.25	Upper Sepik	Sepik		aau
abb	Arabic (Abbéché Chad)	13.8333333333	20.8333333333	Semitic	Afro-Asiatic		shu
abd	Abidji	5.66666666667	-4.58333333333	Kwa	Niger-Congo		abi
abe	Arabic (Beirut)	33.9166666667	35.5	Semitic	Afro-Asiatic		apc
abh	Arabic (Bahrain)	26	50.5	Semitic	Afro-Asiatic		abv
abi	Abipón	-29	-61	Guaicuruan	Guaicuruan		axb
abk	Abkhaz	43.0833333333	41	Northwest Caucasian	Northwest Caucasian		abk
abm	Alabama	32.3333333333	-87.4166666667	Muskogean	Muskogean		akz
abn	Arabana	-28.25	136.25	Pama-Nyungan	Australian		ard
abo	Arbore	5	36.75	Eastern Cushitic	Afro-Asiatic	Cushitic	arv
abu	Abun	-0.5	132.5	North-Central Bird's Head	West Papuan		kgr
abw	Abenaki (Western)	44	-72.25	Algonquian	Algic		abe
abz	Abaza	44	42	Northwest Caucasian	Northwest Caucasian		abq
ace	Acehnese	5.5	95.5	Sundic	Austronesian	Western Malayo-Polynesian	ace
acg	Achagua	4.41666666667	-72.25	Arawakan	Arawakan		aca
ach	Aché	-25.25	-55.1666666667	Tupi-Guaraní	Tupian		guq
aci	Achí	15.1666666667	-90.5	Mayan	Mayan		acc acr
acl	Acholi	3	32.6666666667	Nilotic	Nilo-Saharan	Eastern Sudanic	ach
acm	Achumawi	41.5	-121	Palaihnihan	Hokan		acv
acn	Achang	25	98.5	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	acn
aco	Acoma	34.9166666667	-107.583333333	Keresan	Keresan		kjq
acu	Achuar	-3	-76	Jivaroan	Jivaroan		acu
ada	Adamorobe Sign Language	5.83333333333	-0.166666666667	Sign Languages	other		ads
adi	Adioukrou	5.41666666667	-4.58333333333	Kwa	Niger-Congo		adj
adk	Andoke	-0.666666666667	-72	Andoke	Andoke		ano
adn	Adynyamathanha	-30.5	139.5	Pama-Nyungan	Australian		adt
adt	Adyghe (Temirgoy)	45.2166666667	39.7	Northwest Caucasian	Northwest Caucasian		ady
ady	Adyghe (Abzakh)	45.2333333333	40.5833333333	Northwest Caucasian	Northwest Caucasian		ady
adz	Adzera	-6.25	146.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	azr
aea	Aleut (Eastern)	54.75	-164	Aleut	Eskimo-Aleut		ale
aeg	Arabic (Egyptian)	30	31	Semitic	Afro-Asiatic		arz
ael	Arabic (Eastern Libyan)	32	22	Semitic	Afro-Asiatic		ayl
afr	Afrikaans	-31	22	Germanic	Indo-European		afr
aga	Agarabi	-6.16666666667	146	Eastern Highlands	Trans-New Guinea		agd
agc	Agta (Central)	17.9666666667	121.833333333	Northern Philippines	Austronesian	Western Malayo-Polynesian	agt
agh	Aghem	6.66666666667	10	Bantoid	Niger-Congo	Benue-Congo	agq
agl	Aghul	41.75	47.6666666667	Lezgic	Nakh-Daghestanian	Daghestanian	agx
agm	Angami	25.6666666667	94.5	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	njm nri
ago	Angolar	0.25	6.5	Creoles and Pidgins	other		aoa
agr	Aguaruna	-5	-78	Jivaroan	Jivaroan		agr
agt	Anguthimri	-12.3333333333	141.833333333	Pama-Nyungan	Australian		lnj
agu	Aguacatec	15.4166666667	-91.3333333333	Mayan	Mayan		agu
agw	Alagwa	-5.5	35.75	Southern Cushitic	Afro-Asiatic	Cushitic	wbj
aho	Arapaho	40	-103	Algonquian	Algic		arp
ahs	Arabic (Bani-Hassan)	20	-10	Semitic	Afro-Asiatic		mey
aht	Ahtna	62	-145	Athapaskan	Na-Dene		aht
ahu	Aghu	-6.16666666667	140.166666667	Awju-Dumut	Trans-New Guinea		ahh
aik	Aikaná	-12.6666666667	-60.6666666667	Arawakan	Arawakan		tba
ain	Ainu	43	143	Ainu	Ainu		ain
aiz	Aizi	5.25	-4.5	Kru	Niger-Congo		ahp
aja	Aja	7.33333333333	25.6666666667	Kresh	Nilo-Saharan	Central Sudanic	aja
aji	Ajië	-21.3333333333	165.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	aji
aka	Aka	2.66666666667	16.25	Bantoid	Niger-Congo	Benue-Congo	axk
akb	Aka-Biada	11.6666666667	92.5	Great Andamanese	Great Andamanese		abj
akc	Aka-Cari	13.5	93	Great Andamanese	Great Andamanese		aci
akh	Akha	21.8333333333	99.8333333333	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	ahk
akk	Aka-Kede	12.75	92.75	Great Andamanese	Great Andamanese		akx
akl	Aklanon	11.5833333333	122.333333333	Meso-Philippine	Austronesian	Western Malayo-Polynesian	akl
akm	Arakanese (Marma)	21.5	92.5	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	mhv
akn	Akan	6.5	-1.25	Kwa	Niger-Congo		aka
ako	Arabic (Kormakiti)	35.25	33.5	Semitic	Afro-Asiatic		acy
akr	Arikara	45.5	-100.5	Caddoan	Caddoan		ari
akw	Akawaio	6	-59.5	Cariban	Cariban		ake
ala	Alamblak	-4.66666666667	143.333333333	Sepik Hill	Sepik		amp
alb	Albanian	41	20	Albanian	Indo-European		aln als
alc	Allentiac	-31	-68	Huarpe	Huarpe		
ald	Alladian	5.16666666667	-4.33333333333	Kwa	Niger-Congo		ald
ale	Aleut	54	-166	Aleut	Eskimo-Aleut		ale
alg	Algonquin	46	-77	Algonquian	Algic		alq
alk	Arop-Lokep	-5.38333333333	147.05	Oceanic	Austronesian	Eastern Malayo-Polynesian	apr
all	Ala'ala	-8.91666666667	146.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	nrz
aln	Alune	-3	128.333333333	Central Malayo-Polynesian	Austronesian		alp
als	Alsea	44.6666666667	-123.916666667	Alsea	Oregon Coast		aes
alt	Alsatian	48.5	7.5	Germanic	Indo-European		gsw
alu	Alutor	61	165	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan		alr
alw	Alawa	-15.1666666667	134.25	Maran	Australian		alh
alx	Alas	3.66666666667	97.8333333333	Sundic	Austronesian	Western Malayo-Polynesian	btz
aly	Alyawarra	-22.5	135	Pama-Nyungan	Australian		aly
ama	Amara	-5.66666666667	148.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	aie
amb	Ambulas	-3.83333333333	143	Middle Sepik	Sepik		abt
amc	Amahuaca	-10.5	-72.5	Panoan	Panoan		amc
amd	Amdo	35	100	Bodic	Sino-Tibetan	Tibeto-Burman	adx
ame	Amele	-5.25	145.583333333	Madang	Trans-New Guinea		aey
amh	Amharic	10	38	Semitic	Afro-Asiatic		amh
ami	Amis	23.3333333333	121.333333333	Paiwanic	Austronesian		ami
amk	Amarakaeri	-12.5	-70.5	Harakmbet	Harakmbet		amr
aml	Ambae (Lolovoli Northeast)	-15.4166666667	167.883333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	omb
amn	Amanab	-3.58333333333	141.25	Border	Border		amn
amo	Amo	10.3333333333	8.66666666667	Kainji	Niger-Congo	Benue-Congo	amo
amp	Arrernte (Mparntwe)	-24	136	Pama-Nyungan	Australian		aer
amq	Ambai	-1.83333333333	136.5	South Halmahera - West New Guinea	Austronesian	Eastern Malayo-Polynesian	amk
amr	Arabic (Moroccan)	34	-6	Semitic	Afro-Asiatic		ary
ams	Arabic (Modern Standard)	25	42	Semitic	Afro-Asiatic		arb
amu	Amuesha	-10.5	-75.4166666667	Arawakan	Arawakan		ame
amx	Anamuxra	-4.66666666667	145	Madang	Trans-New Guinea		imi
amz	Amuzgo	16.8333333333	-98	Amuzgoan	Oto-Manguean		amu
ana	Araona	-12.3333333333	-67.75	Tacanan	Tacanan		aro
anc	Angas	9.5	9.5	West Chadic	Afro-Asiatic	Chadic	anc
ane	Anêm	-5.58333333333	149.083333333	Anêm	Anem		anz
ang	Anggor	-3.75	141.166666667	Senagi	Senagi		agg
ani	//Ani	-18.9166666667	21.9166666667	Central Khoisan	Khoisan		hnh
anj	Anejom	-20.2	169.8	Oceanic	Austronesian	Eastern Malayo-Polynesian	aty
anl	Arabic (North Levantine Spoken)	33.75	36	Semitic	Afro-Asiatic		apc
ann	Anindilyakwa	-14	136.5	Anindilyakwa	Australian	Gunwinyguan	aoi
ano	Anong	27.3333333333	98.75	Nungish	Sino-Tibetan	Tibeto-Burman	nun
ant	Angaatiha	-7.21666666667	146.25	Angan	Trans-New Guinea		agm
anu	Anufo	10.0833333333	0.25	Kwa	Niger-Congo		cko
anx	Andi	42.75	46.25	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	ani
any	Anywa	8	33.5	Nilotic	Nilo-Saharan	Eastern Sudanic	anu
ao	Ao	26.5833333333	94.6666666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	njo
apa	Arabic (Palestinian)	32	35.25	Semitic	Afro-Asiatic		ajp
apc	Apache (Chiricahua)	33.25	-108	Athapaskan	Na-Dene		apm
ape	Ampeeli	-6.75	146.083333333	Angan	Trans-New Guinea		apz
api	Apinayé	-5.5	-48	Ge-Kaingang	Macro-Ge		apn
apj	Apache (Jicarilla)	36.5833333333	-104	Athapaskan	Na-Dene		apj
apk	A-Pucikwar	12.1666666667	92.8333333333	Great Andamanese	Great Andamanese		apq
apl	Apalaí	0	-54	Cariban	Cariban		apy
apt	Apatani	27.5	93.75	Mirish	Sino-Tibetan	Tibeto-Burman	apt
apu	Apurinã	-9	-67	Arawakan	Arawakan		apu
apw	Apache (Western)	33.75	-110	Athapaskan	Na-Dene		apw
ara	Arawak	5.5	-55.1666666667	Arawakan	Arawakan		arw
arb	Arabela	-2	-75.1666666667	Zaparoan	Zaparoan		arl
arc	Archi	42	46.8333333333	Lezgic	Nakh-Daghestanian	Daghestanian	aqc
ard	Arandai	-2.08333333333	133	South Bird's Head	Marind		jbj
arg	Arabic (Gulf)	26	49	Semitic	Afro-Asiatic		afb
arh	Arabic (Hijazi)	26	38	Semitic	Afro-Asiatic		acw
ari	Aribwatsa	-6.71666666667	147	Oceanic	Austronesian	Eastern Malayo-Polynesian	laz
ark	Araki	-15.6666666667	166.916666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	akr
arl	Arabic (Lebanese)	34	36	Semitic	Afro-Asiatic		apc
arm	Armenian (Eastern)	40	45	Armenian	Indo-European		hye
arn	Arabic (Borno Nigerian)	8.58333333333	12.4166666667	Semitic	Afro-Asiatic		shu
aro	Arosi	-10.25	161.333333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	aia
arp	Arapesh	-3.46666666667	143.166666667	Kombio-Arapesh	Torricelli		aon ape
arq	Arabic (Iraqi)	33	44	Semitic	Afro-Asiatic		acm
arr	Arrernte	-24	134	Pama-Nyungan	Australian		aer are
ars	Arabic (San'ani)	16	44	Semitic	Afro-Asiatic		ayn
arv	Arabic (Negev)	30.5	34.75	Semitic	Afro-Asiatic		ajp
arw	Armenian (Western)	38.5	43.5	Armenian	Indo-European		hye
arx	'Are'are	-9.25	161.166666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	alu
arz	Armenian (Iranian)	32.6666666667	51.6666666667	Armenian	Indo-European		hye
ash	Adyghe (Shapsugh)	45	38.75	Northwest Caucasian	Northwest Caucasian		ady
asl	American Sign Language	39	-78	Sign Languages	other		ase
asm	Asmat	-5.5	138.5	Asmat-Kamoro	Trans-New Guinea		tml
aso	Altai (Southern)	51	87	Turkic	Altaic		alt
ass	Assamese	26	93	Indic	Indo-European		asm
ast	Asturian	43.25	-6	Romance	Indo-European		ast
asu	Asuriní	-3.5	-49.5	Tupi-Guaraní	Tupian		asu
asy	Arabic (Syrian)	34	38	Semitic	Afro-Asiatic		apc
ata	Atayal	24.5	121.333333333	Atayalic	Austronesian		tay
atb	Aralle-Tabulahan	-2.75	119.25	Sulawesi	Austronesian	Western Malayo-Polynesian	atq
atc	Atchin	-16	167.333333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	upv
ath	Athpare	27	87.3333333333	Bodic	Sino-Tibetan	Tibeto-Burman	aph
ati	Atikamekw	48	-74	Algonquian	Algic		atj
atk	Atakapa	30	-93.5	Atakapa	Atakapa		aqp
atm	Atacameño	-23	-69	Kunza	Kunza		kuz
atq	Alutiiq	57	-157	Eskimo	Eskimo-Aleut		ems
ats	Atsugewi	40.75	-121	Palaihnihan	Hokan		atw
atu	Arabic (Tunisian)	36.75	10.25	Semitic	Afro-Asiatic		aeb
au	Au	-3.58333333333	142.083333333	Wapei-Palei	Torricelli		avt
aul	Aulua	-16.3333333333	167.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	aul
aus	Auslan	-30	145	Sign Languages	other		asf
auy	Auyana	-6.5	145.75	Eastern Highlands	Trans-New Guinea		auy
ava	Avar	42.5	46.5	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	ava
avo	Avokaya	4.66666666667	30	Moru-Ma'di	Nilo-Saharan	Central Sudanic	avu
avt	Avatime	6.83333333333	0.416666666667	Kwa	Niger-Congo		avn
awa	Awa	-6.66666666667	145.75	Eastern Highlands	Trans-New Guinea		awb
awd	Awadhi	27.5	81.5	Indic	Indo-European		awa
awe	Arrernte (Western)	-24	132.5	Pama-Nyungan	Australian		are
awi	Awin	-5.75	141.416666667	Awin-Pare	Awin-Pare		awi
awk	Akwa	10.0833333333	6.33333333333	Bantoid	Niger-Congo	Benue-Congo	png
awn	Awngi	10.8333333333	36.6666666667	Central Cushitic	Afro-Asiatic	Cushitic	awn
awp	Awa Pit	1.5	-78.25	Barbacoan	Barbacoan		kwi
awt	Awtuw	-3.58333333333	142	Ram	Sepik		kmn
awy	Awyi	-2.91666666667	140.583333333	Border	Border		auw
axv	Akhvakh	42.3333333333	46.3333333333	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	akv
ayi	Anyi	7	-3.5	Kwa	Niger-Congo		any
aym	Aymara	-17	-69	Aymaran	Aymaran		ayc ayr
ayn	Aynu	39.5	76	Turkic	Altaic		aib
ayo	Ayomán	11	-69	Jirajaran	Jirajaran		
ayr	Ayoreo	-20.25	-59.25	Zamucoan	Zamucoan		ayo
ayw	Ayiwo	-10.3333333333	166.25	Reef Islands - Santa Cruz	Reef Islands - Santa Cruz		nfl
aze	Azerbaijani	40.5	48.5	Turkic	Altaic		azb azj
azi	Azari (Iranian)	37.5	47	Turkic	Altaic		azb
baa	Barai	-9.33333333333	148.083333333	Koiarian	Trans-New Guinea		bbb nvm
bab	Babungo	6.11666666667	10.4166666667	Bantoid	Niger-Congo	Benue-Congo	bav
bac	Bachamal	-13.1666666667	130.166666667	Anson Bay	Australian	Daly	wdj
bad	Bade	12.8333333333	10.5	West Chadic	Afro-Asiatic	Chadic	bde
bae	Baré	1	-67	Arawakan	Arawakan		bae
baf	Bafut	6.25	9.91666666667	Bantoid	Niger-Congo	Benue-Congo	bfd
bag	Bagirmi	11.6666666667	16	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	bmi
bah	Bahuana	-0.5	-62.5	Arawakan	Arawakan		
bai	Bai	26	100	Bai	Sino-Tibetan	Tibeto-Burman	bca
baj	Bajau	-4.33333333333	123	Sama-Bajaw	Austronesian	Western Malayo-Polynesian	bdl
bak	Baka (in Cameroon)	2.58333333333	13.5833333333	Ubangi	Niger-Congo	Adamawa-Ubangi	bkc
bal	Balinese	-8.33333333333	115.25	Sundic	Austronesian	Western Malayo-Polynesian	ban
bam	Bambara	12.5	-7.5	Western Mande	Niger-Congo	Mande	bam
ban	Bana	10.4166666667	13.5833333333	Biu-Mandara	Afro-Asiatic	Chadic	bcw
bao	Baonan	36	102.5	Mongolic	Altaic		peh
baq	Baure	-13.0833333333	-64.1666666667	Arawakan	Arawakan		brg
bar	Bari	5	31.6666666667	Nilotic	Nilo-Saharan	Eastern Sudanic	bfa
bas	Basaá	3.91666666667	10.5	Bantoid	Niger-Congo	Benue-Congo	bas
bat	Batak	10.25	119.083333333	Meso-Philippine	Austronesian	Western Malayo-Polynesian	bya
bau	Bau	-5.25	145.616666667	Madang	Trans-New Guinea		bbd
baw	Bawm	22.5	92.25	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	bgr
bbf	Bobo Fing	11.8333333333	-4.41666666667	Western Mande	Niger-Congo	Mande	bbo bwq
bbl	Babole	1.08333333333	17.25	Bantoid	Niger-Congo	Benue-Congo	bvx
bbm	Bambam	-3.08333333333	119.083333333	Sulawesi	Austronesian	Western Malayo-Polynesian	ptu
bbu	Barambu	3.5	27	Ubangi	Niger-Congo	Adamawa-Ubangi	brm
bbw	Bininj Gun-Wok	-12.5	133.75	Gunwinygic	Australian	Gunwinyguan	gup
bca	Bandjalang (Casino)	-28.9166666667	153	Pama-Nyungan	Australian		bdy
bch	Berber (Chaouia)	35	7	Berber	Afro-Asiatic		shy
bco	Bella Coola	52.5	-126.666666667	Bella Coola	Salishan		blc
bdc	Berbice Dutch Creole	5.33333333333	-58	Creoles and Pidgins	other		brc
bdg	Badaga	11.6666666667	76.75	Southern Dravidian	Dravidian		bfq
bdk	Budukh	41.1666666667	48.4166666667	Lezgic	Nakh-Daghestanian	Daghestanian	bdk
bdm	Badimaya	-27.6666666667	118	Pama-Nyungan	Australian		bia
beb	Benabena	-6.16666666667	145.5	Eastern Highlands	Trans-New Guinea		bef
bec	Bengali (Chittagong)	22.3333333333	91.8333333333	Indic	Indo-European		cit
bee	Beembe	-3.91666666667	14.0833333333	Bantoid	Niger-Congo	Benue-Congo	beq
beg	Begak-Ida'an	5.25	118.833333333	Borneo	Austronesian	Western Malayo-Polynesian	dbj
bej	Beja	18	36	Beja	Afro-Asiatic	Cushitic	bej
bel	Belhare	26.9666666667	87.3	Bodic	Sino-Tibetan	Tibeto-Burman	byw
bem	Bemba	-10	28.25	Bantoid	Niger-Congo	Benue-Congo	bmy
ben	Bengali	24	90	Indic	Indo-European		ben
beo	Beothuk	48	-57	Beothuk	Beothuk		bue
ber	Berta	10.3333333333	34.6666666667	Berta	Nilo-Saharan		wti
bet	Bété	6.25	-6.25	Kru	Niger-Congo		bev
bez	Bezhta	42.0833333333	46.1666666667	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	kap
bfd	Biafada	11.4166666667	-15.1666666667	Northern Atlantic	Niger-Congo	Atlantic	bif
bfg	Berber (Figuig)	32.5	-1.5	Berber	Afro-Asiatic		
bfi	Bafia	5	11.1666666667	Bantoid	Niger-Congo	Benue-Congo	ksf
bga	Benga	1.16666666667	9.41666666667	Bantoid	Niger-Congo	Benue-Congo	bng
bgg	Banggai	-1.41666666667	123.166666667	Sulawesi	Austronesian	Western Malayo-Polynesian	bgz
bgi	Bagri	29.5833333333	74.3333333333	Indic	Indo-European		bgq
bgl	Buglere	8.5	-81.25	Guaymi	Chibchan		sab
bgn	Bugun	27.5	92.5833333333	Mirish	Sino-Tibetan	Tibeto-Burman	
bgo	Bongo	7.5	28.5	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	bot
bgr	Bagiro	4.33333333333	20.5833333333	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	fuu
bgs	Baga Sitemu	10.5	-14.5	Southern Atlantic	Niger-Congo	Atlantic	bsp
bgv	Bagvalal	42.5833333333	46.1666666667	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	kva
bhi	Bhili	22	73	Indic	Indo-European		bhb
bhn	Bahinemo	-4.58333333333	142.833333333	Sepik Hill	Sepik		bjh
bho	Bhojpuri	26	84	Indic	Indo-European		bho
bhu	Bhumij	21.3333333333	86.5	Munda	Austro-Asiatic		muw
bia	Bira	1	28.75	Bantoid	Niger-Congo	Benue-Congo	bip brf
bid	Bidiya	11.9166666667	18.75	East Chadic	Afro-Asiatic	Chadic	bid
big	Binga	8	25	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	yul
bii	Biri	-20.5	146.5	Pama-Nyungan	Australian		bzr
bik	Biak	-1	136	South Halmahera - West New Guinea	Austronesian	Eastern Malayo-Polynesian	bhw
bil	Bilua	-7.75	156.666666667	Bilua	Bilua		blb
bim	Bima	-8.5	118.5	Central Malayo-Polynesian	Austronesian		bhp
bin	Binandere	-8.25	148	Binanderean	Trans-New Guinea		bhg
biq	Bilaan	6	125.333333333	South Mindanao	Austronesian	Western Malayo-Polynesian	bps smk
bir	Birom	9.66666666667	8.83333333333	Platoid	Niger-Congo	Benue-Congo	bom
bis	Bisa	11.5	-0.5	Eastern Mande	Niger-Congo	Mande	bib
bit	Biatah	1.25	110	Borneo	Austronesian	Western Malayo-Polynesian	bth
biu	Bisu	19.75	100	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	bii
bjs	Bajau (Semporna)	4.5	118.5	Sama-Bajaw	Austronesian	Western Malayo-Polynesian	ssb
bka	Baka (in Sudan)	4.83333333333	29.25	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	bdh
bkd	Binukid	8.25	124.833333333	Southern Philippines	Austronesian	Western Malayo-Polynesian	bkd
bki	Bakairí	-14	-55	Cariban	Cariban		bkq
bkl	Bikol	13.3333333333	123.5	Meso-Philippine	Austronesian	Western Malayo-Polynesian	bcl
bkn	Bakundu	4.83333333333	9.33333333333	Bantoid	Niger-Congo	Benue-Congo	bdu
bkr	Batak (Karo)	3.25	98.25	Sundic	Austronesian	Western Malayo-Polynesian	btx
bkt	Brokskat	35.3333333333	76.5	Indic	Indo-European		bkk
bku	Bakueri	4.25	9.25	Bantoid	Niger-Congo	Benue-Congo	bri
bla	Blackfoot	50	-112.666666667	Algonquian	Algic		bla
blc	Baluchi	28	62	Iranian	Indo-European		bgp
ble	Baule	7	-5	Kwa	Niger-Congo		bci
blg	Balangao	17.1666666667	121.166666667	Northern Philippines	Austronesian	Western Malayo-Polynesian	blw
blj	Baale	6.5	34.5	Surmic	Nilo-Saharan	Eastern Sudanic	koe
blk	Balantak	-0.833333333333	123.25	Sulawesi	Austronesian	Western Malayo-Polynesian	blz
bln	Bilin	15.75	38.5	Central Cushitic	Afro-Asiatic	Cushitic	byn
blq	Bole	11.3333333333	11.25	West Chadic	Afro-Asiatic	Chadic	bol
blr	Belorussian	54	28	Slavic	Indo-European		bel
blt	Balti	35	76	Bodic	Sino-Tibetan	Tibeto-Burman	bft
blu	Bena-Lulua	-6	21	Bantoid	Niger-Congo	Benue-Congo	lua
blx	Biloxi	30.5	-88.6666666667	Siouan	Siouan		bll
blz	Balanta	12.25	-15.3333333333	Northern Atlantic	Niger-Congo	Atlantic	bjt ble
bma	Berber (Middle Atlas)	33	-5	Berber	Afro-Asiatic		tzm
bmb	Bimoba	10.5	0	Gur	Niger-Congo		bim
bmn	Bamun	5.5	10.9166666667	Bantoid	Niger-Congo	Benue-Congo	bax
bmr	Burum	-6.5	147.333333333	Finisterre-Huon	Trans-New Guinea		bmu
bmz	Berber (Mzab)	32.5	3.5	Berber	Afro-Asiatic		mzb
bna	Banawá	-7	-65	Arauan	Arauan		bnh
bnb	Bunuba	-17.75	125.75	Bunuban	Australian		bck
bnd	Bandi	8.08333333333	-10.25	Western Mande	Niger-Congo	Mande	bza
bng	Baining	-4.58333333333	152	Baining	Baining-Taulil		byx
bni	Bini	6.41666666667	5.83333333333	Edoid	Niger-Congo	Benue-Congo	bin
bnj	Bandjalang	-28.75	153	Pama-Nyungan	Australian		bdy
bnk	Bankon	4.41666666667	9.58333333333	Bantoid	Niger-Congo	Benue-Congo	abb
bnl	Banggarla	-32	137	Pama-Nyungan	Australian		bjb
bnm	Binumarien	-6.28333333333	146.083333333	Eastern Highlands	Trans-New Guinea		bjr
bnn	Banoni	-6.41666666667	155.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	bcm
bno	Barasano (Northern)	0.333333333333	-70.25	Tucanoan	Tucanoan		bao
bnq	Beng	7.83333333333	-4.25	Eastern Mande	Niger-Congo	Mande	nhb
bnr	Bilinara	-16	131.666666667	Pama-Nyungan	Australian		nbj
bnt	Bantik	1.41666666667	124.75	Sulawesi	Austronesian	Western Malayo-Polynesian	bnq
bnu	Bularnu	-21	138	Pama-Nyungan	Australian		
bnw	Baniwa	2.66666666667	-66.8333333333	Arawakan	Arawakan		bwi
boa	Boazi	-7	141.333333333	Marind Proper	Marind		kvg
bob	Bobangi	-1.33333333333	17.3333333333	Bantoid	Niger-Congo	Benue-Congo	bni
bod	Bodo	26.8333333333	92	Baric	Sino-Tibetan	Tibeto-Burman	brx
boi	Boiken	-3.5	143.5	Middle Sepik	Sepik		bzf
boj	Bori	28.3333333333	94.75	Mirish	Sino-Tibetan	Tibeto-Burman	adi
bok	Boko	10.5	3.5	Eastern Mande	Niger-Congo	Mande	bqc
bol	Bolia	-1.25	18.3333333333	Bantoid	Niger-Congo	Benue-Congo	bli
bon	Bongu	-5.5	145.916666667	Madang	Trans-New Guinea		bpu
boq	Bokar	28.5	94.6666666667	Mirish	Sino-Tibetan	Tibeto-Burman	adi
bor	Bora	-2.16666666667	-72.3333333333	Huitoto	Huitotoan		boa
bos	Bosnian	43	18	Slavic	Indo-European		bos
bou	Berber (Wargla)	31.9166666667	5.33333333333	Berber	Afro-Asiatic		oua
boz	Bozo (Tigemaxo)	15	-4	Western Mande	Niger-Congo	Mande	boz
bpa	Bura-Pabir	10.5	12.25	Biu-Mandara	Afro-Asiatic	Chadic	bwr
bpb	Bahnar (Plei Bong-Mang Yang)	13.8333333333	108.333333333	Bahnaric	Austro-Asiatic	Mon-Khmer	bdq
bqb	Basque (Bidasoa Valley)	43	-3.83333333333	Basque	Basque		eus
bqg	Basque (Gernica)	43.3333333333	-3	Basque	Basque		eus
bqh	Basque (Hondarribia)	42.5	-3	Basque	Basque		eus
bqi	Basque (Basaburua and Imoz)	43	-1.66666666667	Basque	Basque		eus
bql	Basque (Lekeitio)	43	-2.5	Basque	Basque		eus
bqn	Basque (Northern High Navarrese)	43.3333333333	-2.5	Basque	Basque		eus
bqo	Basque (Oñati)	42.5	-3.5	Basque	Basque		eus
bqr	Basque (Roncalese)	43	-2	Basque	Basque		eus
bqs	Basque (Sakana)	42.5	-2	Basque	Basque		eus
bqz	Basque (Zeberio)	42	-3	Basque	Basque		eus
bra	Brao	14.1666666667	107.5	Bahnaric	Austro-Asiatic	Mon-Khmer	brb
brb	Bariba	10	2.5	Gur	Niger-Congo		bba
brc	Boruca	8.83333333333	-83.25	Talamanca	Chibchan		brn
brd	Bardi	-16.5833333333	122.916666667	Nyulnyulan	Australian		bcj
bre	Breton	48	-3	Celtic	Indo-European		bre
brf	Berber (Rif)	34.5	-4	Berber	Afro-Asiatic		rif
brh	Brahui	28.5	67	Northern Dravidian	Dravidian		brh
bri	Bribri	9.41666666667	-83	Talamanca	Chibchan		bzd
brj	Burji	5.5	37.8333333333	Eastern Cushitic	Afro-Asiatic	Cushitic	bji
brk	Berik	-2.25	138.833333333	Tor	Tor-Orya		bkl
brl	Baragaunle	28.8333333333	83.8333333333	Bodic	Sino-Tibetan	Tibeto-Burman	loy
brm	Burmese	21	96	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	mya
brn	Burunge	-5.33333333333	36	Southern Cushitic	Afro-Asiatic	Cushitic	bds
bro	Broken	-10.1666666667	143	Creoles and Pidgins	other		tcs
brr	Bororo	-16	-57	Bororo	Macro-Ge		bor
brs	Barasano	-0.166666666667	-70.6666666667	Tucanoan	Tucanoan		bsn
bru	Bru (Eastern)	17.3333333333	106	Katuic	Austro-Asiatic	Mon-Khmer	bru
brw	Bru (Western)	16.75	104.75	Katuic	Austro-Asiatic	Mon-Khmer	brv
bry	Baruya	-6.91666666667	145.916666667	Angan	Trans-New Guinea		byr
